"TXNAME"	"GENEID"
"29398"	"ENSDART00000161952"	"ENSDARG00000074772"
"29399"	"ENSDART00000149587"	"ENSDARG00000013016"
"29400"	"ENSDART00000148246"	"ENSDARG00000013016"
"29401"	"ENSDART00000150199"	"ENSDARG00000013016"
"29402"	"ENSDART00000019440"	"ENSDARG00000013016"
"29403"	"ENSDART00000149058"	"ENSDARG00000013016"
"29404"	"ENSDART00000181974"	"ENSDARG00000070873"
"29405"	"ENSDART00000104405"	"ENSDARG00000070873"
"29406"	"ENSDART00000162178"	"ENSDARG00000070873"
"29407"	"ENSDART00000173109"	"ENSDARG00000079849"
"29408"	"ENSDART00000113882"	"ENSDARG00000079849"
"29409"	"ENSDART00000062787"	"ENSDARG00000042777"
"29410"	"ENSDART00000193717"	"ENSDARG00000115939"
"29411"	"ENSDART00000004483"	"ENSDARG00000003968"
"29412"	"ENSDART00000134957"	"ENSDARG00000003968"
"29413"	"ENSDART00000137879"	"ENSDARG00000003968"
"29414"	"ENSDART00000140901"	"ENSDARG00000093251"
"29415"	"ENSDART00000037824"	"ENSDARG00000023852"
"29416"	"ENSDART00000168372"	"ENSDARG00000023852"
"29417"	"ENSDART00000007204"	"ENSDARG00000012899"
"29418"	"ENSDART00000157768"	"ENSDARG00000012899"
"29419"	"ENSDART00000160271"	"ENSDARG00000012899"
"29420"	"ENSDART00000171255"	"ENSDARG00000098431"
"29421"	"ENSDART00000172871"	"ENSDARG00000098431"
"29422"	"ENSDART00000172851"	"ENSDARG00000098431"
"29423"	"ENSDART00000129955"	"ENSDARG00000089230"
"29424"	"ENSDART00000102493"	"ENSDARG00000070048"
"29425"	"ENSDART00000173242"	"ENSDARG00000070048"
"29426"	"ENSDART00000172896"	"ENSDARG00000070048"
"29427"	"ENSDART00000077406"	"ENSDARG00000055093"
"29428"	"ENSDART00000180369"	"ENSDARG00000055093"
"29429"	"ENSDART00000184582"	"ENSDARG00000055093"
"29430"	"ENSDART00000179749"	"ENSDARG00000074904"
"29431"	"ENSDART00000112156"	"ENSDARG00000074904"
"29432"	"ENSDART00000188556"	"ENSDARG00000074904"
"29433"	"ENSDART00000016472"	"ENSDARG00000018260"
"29434"	"ENSDART00000143942"	"ENSDARG00000018260"
"29435"	"ENSDART00000176795"	"ENSDARG00000105967"
"29436"	"ENSDART00000078916"	"ENSDARG00000074848"
"29437"	"ENSDART00000172879"	"ENSDARG00000074848"
"29438"	"ENSDART00000172823"	"ENSDARG00000074848"
"29439"	"ENSDART00000128959"	"ENSDARG00000090253"
"29440"	"ENSDART00000091664"	"ENSDARG00000063007"
"29441"	"ENSDART00000156595"	"ENSDARG00000075629"
"29442"	"ENSDART00000103418"	"ENSDARG00000016448"
"29443"	"ENSDART00000014979"	"ENSDARG00000016448"
"29444"	"ENSDART00000165379"	"ENSDARG00000016448"
"29445"	"ENSDART00000009859"	"ENSDARG00000013653"
"29446"	"ENSDART00000167312"	"ENSDARG00000013653"
"29447"	"ENSDART00000154569"	"ENSDARG00000097035"
"29448"	"ENSDART00000101561"	"ENSDARG00000062973"
"29449"	"ENSDART00000192391"	"ENSDARG00000062973"
"29450"	"ENSDART00000091617"	"ENSDARG00000062973"
"29451"	"ENSDART00000160367"	"ENSDARG00000062973"
"29452"	"ENSDART00000165569"	"ENSDARG00000062973"
"29453"	"ENSDART00000146940"	"ENSDARG00000007024"
"29454"	"ENSDART00000024046"	"ENSDARG00000007024"
"29455"	"ENSDART00000133574"	"ENSDARG00000007024"
"29456"	"ENSDART00000161283"	"ENSDARG00000104195"
"29457"	"ENSDART00000160513"	"ENSDARG00000104195"
"29458"	"ENSDART00000173364"	"ENSDARG00000116762"
"29459"	"ENSDART00000172922"	"ENSDARG00000116762"
"29460"	"ENSDART00000127202"	"ENSDARG00000116762"
"29461"	"ENSDART00000173225"	"ENSDARG00000105457"
"29462"	"ENSDART00000173432"	"ENSDARG00000105457"
"29463"	"ENSDART00000158079"	"ENSDARG00000115884"
"29464"	"ENSDART00000158748"	"ENSDARG00000115884"
"29465"	"ENSDART00000168253"	"ENSDARG00000115884"
"29466"	"ENSDART00000171217"	"ENSDARG00000115884"
"29467"	"ENSDART00000168524"	"ENSDARG00000103910"
"29468"	"ENSDART00000160916"	"ENSDARG00000103910"
"29469"	"ENSDART00000160570"	"ENSDARG00000001712"
"29470"	"ENSDART00000052698"	"ENSDARG00000001712"
"29471"	"ENSDART00000194442"	"ENSDARG00000117477"
"29472"	"ENSDART00000194009"	"ENSDARG00000117477"
"29473"	"ENSDART00000158546"	"ENSDARG00000100658"
"29474"	"ENSDART00000175829"	"ENSDARG00000086489"
"29475"	"ENSDART00000193508"	"ENSDARG00000086489"
"29476"	"ENSDART00000124127"	"ENSDARG00000086489"
"29477"	"ENSDART00000162979"	"ENSDARG00000101839"
"29478"	"ENSDART00000163719"	"ENSDARG00000098657"
"29479"	"ENSDART00000113171"	"ENSDARG00000077710"
"29480"	"ENSDART00000189677"	"ENSDARG00000077710"
"29481"	"ENSDART00000167465"	"ENSDARG00000077710"
"29482"	"ENSDART00000123359"	"ENSDARG00000077710"
"29483"	"ENSDART00000169509"	"ENSDARG00000007278"
"29484"	"ENSDART00000081827"	"ENSDARG00000007278"
"29485"	"ENSDART00000011087"	"ENSDARG00000007278"
"29486"	"ENSDART00000185574"	"ENSDARG00000007278"
"29487"	"ENSDART00000188276"	"ENSDARG00000007278"
"29488"	"ENSDART00000168001"	"ENSDARG00000079742"
"29489"	"ENSDART00000192424"	"ENSDARG00000079742"
"29490"	"ENSDART00000192314"	"ENSDARG00000079742"
"29491"	"ENSDART00000115255"	"ENSDARG00000079742"
"29492"	"ENSDART00000167112"	"ENSDARG00000063133"
"29493"	"ENSDART00000179725"	"ENSDARG00000063133"
"29494"	"ENSDART00000091923"	"ENSDARG00000063133"
"29495"	"ENSDART00000179213"	"ENSDARG00000063133"
"29496"	"ENSDART00000185825"	"ENSDARG00000063133"
"29497"	"ENSDART00000040180"	"ENSDARG00000076259"
"29498"	"ENSDART00000091901"	"ENSDARG00000063100"
"29499"	"ENSDART00000169363"	"ENSDARG00000102570"
"29500"	"ENSDART00000020256"	"ENSDARG00000007715"
"29501"	"ENSDART00000113311"	"ENSDARG00000073699"
"29502"	"ENSDART00000180466"	"ENSDARG00000073699"
"29503"	"ENSDART00000081765"	"ENSDARG00000058824"
"29504"	"ENSDART00000160247"	"ENSDARG00000058824"
"29505"	"ENSDART00000160776"	"ENSDARG00000058824"
"29506"	"ENSDART00000162612"	"ENSDARG00000058824"
"29507"	"ENSDART00000173019"	"ENSDARG00000058824"
"29508"	"ENSDART00000016677"	"ENSDARG00000017337"
"29509"	"ENSDART00000184026"	"ENSDARG00000111072"
"29510"	"ENSDART00000179671"	"ENSDARG00000113733"
"29511"	"ENSDART00000122977"	"ENSDARG00000088785"
"29512"	"ENSDART00000122305"	"ENSDARG00000091697"
"29513"	"ENSDART00000169365"	"ENSDARG00000105097"
"29514"	"ENSDART00000179789"	"ENSDARG00000115645"
"29515"	"ENSDART00000190919"	"ENSDARG00000116411"
"29516"	"ENSDART00000189241"	"ENSDARG00000109401"
"29517"	"ENSDART00000191620"	"ENSDARG00000113891"
"29518"	"ENSDART00000193230"	"ENSDARG00000113323"
"29519"	"ENSDART00000186010"	"ENSDARG00000116132"
"29520"	"ENSDART00000187953"	"ENSDARG00000109517"
"29521"	"ENSDART00000186051"	"ENSDARG00000110849"
"29522"	"ENSDART00000129231"	"ENSDARG00000086128"
"29523"	"ENSDART00000005485"	"ENSDARG00000044976"
"29524"	"ENSDART00000030103"	"ENSDARG00000044975"
"29525"	"ENSDART00000104254"	"ENSDARG00000036840"
"29526"	"ENSDART00000142208"	"ENSDARG00000019365"
"29527"	"ENSDART00000136114"	"ENSDARG00000019365"
"29528"	"ENSDART00000161821"	"ENSDARG00000074508"
"29529"	"ENSDART00000193152"	"ENSDARG00000074508"
"29530"	"ENSDART00000112328"	"ENSDARG00000074508"
"29531"	"ENSDART00000161293"	"ENSDARG00000104692"
"29532"	"ENSDART00000165521"	"ENSDARG00000104692"
"29533"	"ENSDART00000180476"	"ENSDARG00000009942"
"29534"	"ENSDART00000011657"	"ENSDARG00000009942"
"29535"	"ENSDART00000188314"	"ENSDARG00000045298"
"29536"	"ENSDART00000167684"	"ENSDARG00000045298"
"29537"	"ENSDART00000081544"	"ENSDARG00000045298"
"29538"	"ENSDART00000190853"	"ENSDARG00000045298"
"29539"	"ENSDART00000159922"	"ENSDARG00000102146"
"29540"	"ENSDART00000115249"	"ENSDARG00000077988"
"29541"	"ENSDART00000193683"	"ENSDARG00000077988"
"29542"	"ENSDART00000111919"	"ENSDARG00000076763"
"29543"	"ENSDART00000170516"	"ENSDARG00000077018"
"29544"	"ENSDART00000110117"	"ENSDARG00000077018"
"29545"	"ENSDART00000182744"	"ENSDARG00000077018"
"29546"	"ENSDART00000183462"	"ENSDARG00000077018"
"29547"	"ENSDART00000133236"	"ENSDARG00000044942"
"29548"	"ENSDART00000136108"	"ENSDARG00000044942"
"29549"	"ENSDART00000147670"	"ENSDARG00000044943"
"29550"	"ENSDART00000126476"	"ENSDARG00000099163"
"29551"	"ENSDART00000121548"	"ENSDARG00000087944"
"29552"	"ENSDART00000189449"	"ENSDARG00000113172"
"29553"	"ENSDART00000123473"	"ENSDARG00000089201"
"29554"	"ENSDART00000167204"	"ENSDARG00000112313"
"29555"	"ENSDART00000128364"	"ENSDARG00000014356"
"29556"	"ENSDART00000104203"	"ENSDARG00000014356"
"29557"	"ENSDART00000166887"	"ENSDARG00000014356"
"29558"	"ENSDART00000041533"	"ENSDARG00000014356"
"29559"	"ENSDART00000138969"	"ENSDARG00000014356"
"29560"	"ENSDART00000126039"	"ENSDARG00000086634"
"29561"	"ENSDART00000112677"	"ENSDARG00000070812"
"29562"	"ENSDART00000169553"	"ENSDARG00000070812"
"29563"	"ENSDART00000108681"	"ENSDARG00000070812"
"29564"	"ENSDART00000168025"	"ENSDARG00000070812"
"29565"	"ENSDART00000183152"	"ENSDARG00000111064"
"29566"	"ENSDART00000169171"	"ENSDARG00000110460"
"29567"	"ENSDART00000127611"	"ENSDARG00000110460"
"29568"	"ENSDART00000180116"	"ENSDARG00000110460"
"29569"	"ENSDART00000183024"	"ENSDARG00000112443"
"29570"	"ENSDART00000171470"	"ENSDARG00000116455"
"29571"	"ENSDART00000192815"	"ENSDARG00000109767"
"29572"	"ENSDART00000187755"	"ENSDARG00000116818"
"29573"	"ENSDART00000193672"	"ENSDARG00000115624"
"29574"	"ENSDART00000184239"	"ENSDARG00000115384"
"29575"	"ENSDART00000180765"	"ENSDARG00000114105"
"29576"	"ENSDART00000181198"	"ENSDARG00000113827"
"29577"	"ENSDART00000127768"	"ENSDARG00000114254"
"29578"	"ENSDART00000181484"	"ENSDARG00000114254"
"29579"	"ENSDART00000166732"	"ENSDARG00000110939"
"29580"	"ENSDART00000191094"	"ENSDARG00000110939"
"29581"	"ENSDART00000192812"	"ENSDARG00000115022"
"29582"	"ENSDART00000170129"	"ENSDARG00000112365"
"29583"	"ENSDART00000192304"	"ENSDARG00000112365"
"29584"	"ENSDART00000171717"	"ENSDARG00000115079"
"29585"	"ENSDART00000187551"	"ENSDARG00000115079"
"29586"	"ENSDART00000172447"	"ENSDARG00000094196"
"29587"	"ENSDART00000140221"	"ENSDARG00000094196"
"29588"	"ENSDART00000180104"	"ENSDARG00000110117"
"29589"	"ENSDART00000135694"	"ENSDARG00000116576"
"29590"	"ENSDART00000179875"	"ENSDARG00000116576"
"29591"	"ENSDART00000169324"	"ENSDARG00000113889"
"29592"	"ENSDART00000190890"	"ENSDARG00000113889"
"29593"	"ENSDART00000183980"	"ENSDARG00000113889"
"29594"	"ENSDART00000190589"	"ENSDARG00000115479"
"29595"	"ENSDART00000159554"	"ENSDARG00000111826"
"29596"	"ENSDART00000184520"	"ENSDARG00000111826"
"29597"	"ENSDART00000192041"	"ENSDARG00000111826"
"29598"	"ENSDART00000160558"	"ENSDARG00000110591"
"29599"	"ENSDART00000113175"	"ENSDARG00000110591"
"29600"	"ENSDART00000186965"	"ENSDARG00000110591"
"29601"	"ENSDART00000135031"	"ENSDARG00000113484"
"29602"	"ENSDART00000185480"	"ENSDARG00000113484"
"29603"	"ENSDART00000134836"	"ENSDARG00000115683"
"29604"	"ENSDART00000183441"	"ENSDARG00000115683"
"29605"	"ENSDART00000186697"	"ENSDARG00000117058"
"29606"	"ENSDART00000145338"	"ENSDARG00000111245"
"29607"	"ENSDART00000190915"	"ENSDARG00000111245"
"29608"	"ENSDART00000189864"	"ENSDARG00000114253"
"29609"	"ENSDART00000143061"	"ENSDARG00000115298"
"29610"	"ENSDART00000182651"	"ENSDARG00000115298"
"29611"	"ENSDART00000148014"	"ENSDARG00000113994"
"29612"	"ENSDART00000159158"	"ENSDARG00000113994"
"29613"	"ENSDART00000179919"	"ENSDARG00000113994"
"29614"	"ENSDART00000167508"	"ENSDARG00000112266"
"29615"	"ENSDART00000190804"	"ENSDARG00000113079"
"29616"	"ENSDART00000172297"	"ENSDARG00000098483"
"29617"	"ENSDART00000185508"	"ENSDARG00000116389"
"29618"	"ENSDART00000165184"	"ENSDARG00000101099"
"29619"	"ENSDART00000158286"	"ENSDARG00000100754"
"29620"	"ENSDART00000193090"	"ENSDARG00000100754"
"29621"	"ENSDART00000186058"	"ENSDARG00000115184"
"29622"	"ENSDART00000104179"	"ENSDARG00000110231"
"29623"	"ENSDART00000180196"	"ENSDARG00000110231"
"29624"	"ENSDART00000186519"	"ENSDARG00000111044"
"29625"	"ENSDART00000183734"	"ENSDARG00000113225"
"29626"	"ENSDART00000114391"	"ENSDARG00000077475"
"29627"	"ENSDART00000158937"	"ENSDARG00000077475"
"29628"	"ENSDART00000122020"	"ENSDARG00000088658"
"29629"	"ENSDART00000081319"	"ENSDARG00000058448"
"29630"	"ENSDART00000185808"	"ENSDARG00000058448"
"29631"	"ENSDART00000156840"	"ENSDARG00000058448"
"29632"	"ENSDART00000154165"	"ENSDARG00000058448"
"29633"	"ENSDART00000169578"	"ENSDARG00000103622"
"29634"	"ENSDART00000104143"	"ENSDARG00000001969"
"29635"	"ENSDART00000191178"	"ENSDARG00000001969"
"29636"	"ENSDART00000103449"	"ENSDARG00000001969"
"29637"	"ENSDART00000018614"	"ENSDARG00000070724"
"29638"	"ENSDART00000184477"	"ENSDARG00000103735"
"29639"	"ENSDART00000169052"	"ENSDARG00000103735"
"29640"	"ENSDART00000190120"	"ENSDARG00000103735"
"29641"	"ENSDART00000181440"	"ENSDARG00000103735"
"29642"	"ENSDART00000191997"	"ENSDARG00000103735"
"29643"	"ENSDART00000158377"	"ENSDARG00000103735"
"29644"	"ENSDART00000158239"	"ENSDARG00000103735"
"29645"	"ENSDART00000160989"	"ENSDARG00000103735"
"29646"	"ENSDART00000161983"	"ENSDARG00000103735"
"29647"	"ENSDART00000164978"	"ENSDARG00000086505"
"29648"	"ENSDART00000121872"	"ENSDARG00000086505"
"29649"	"ENSDART00000183833"	"ENSDARG00000114260"
"29650"	"ENSDART00000113055"	"ENSDARG00000076148"
"29651"	"ENSDART00000137289"	"ENSDARG00000095540"
"29652"	"ENSDART00000161378"	"ENSDARG00000104802"
"29653"	"ENSDART00000164765"	"ENSDARG00000104802"
"29654"	"ENSDART00000191962"	"ENSDARG00000060442"
"29655"	"ENSDART00000085158"	"ENSDARG00000060442"
"29656"	"ENSDART00000160839"	"ENSDARG00000100639"
"29657"	"ENSDART00000102509"	"ENSDARG00000070056"
"29658"	"ENSDART00000171807"	"ENSDARG00000098277"
"29659"	"ENSDART00000004920"	"ENSDARG00000019941"
"29660"	"ENSDART00000179670"	"ENSDARG00000019941"
"29661"	"ENSDART00000122645"	"ENSDARG00000019941"
"29662"	"ENSDART00000159854"	"ENSDARG00000100601"
"29663"	"ENSDART00000168348"	"ENSDARG00000099121"
"29664"	"ENSDART00000169476"	"ENSDARG00000101744"
"29665"	"ENSDART00000180049"	"ENSDARG00000101744"
"29666"	"ENSDART00000183952"	"ENSDARG00000101744"
"29667"	"ENSDART00000186508"	"ENSDARG00000101744"
"29668"	"ENSDART00000188961"	"ENSDARG00000101744"
"29669"	"ENSDART00000193450"	"ENSDARG00000101744"
"29670"	"ENSDART00000193904"	"ENSDARG00000101744"
"29671"	"ENSDART00000171210"	"ENSDARG00000101744"
"29672"	"ENSDART00000170627"	"ENSDARG00000101744"
"29673"	"ENSDART00000168222"	"ENSDARG00000101744"
"29674"	"ENSDART00000163518"	"ENSDARG00000101744"
"29675"	"ENSDART00000168180"	"ENSDARG00000101744"
"29676"	"ENSDART00000157970"	"ENSDARG00000101744"
"29677"	"ENSDART00000169113"	"ENSDARG00000101744"
"29678"	"ENSDART00000162938"	"ENSDARG00000101744"
"29679"	"ENSDART00000170607"	"ENSDARG00000099691"
"29680"	"ENSDART00000162079"	"ENSDARG00000104204"
"29681"	"ENSDART00000171118"	"ENSDARG00000104204"
"29682"	"ENSDART00000124968"	"ENSDARG00000009724"
"29683"	"ENSDART00000191164"	"ENSDARG00000009724"
"29684"	"ENSDART00000191714"	"ENSDARG00000009724"
"29685"	"ENSDART00000010684"	"ENSDARG00000009724"
"29686"	"ENSDART00000160441"	"ENSDARG00000009724"
"29687"	"ENSDART00000171250"	"ENSDARG00000009724"
"29688"	"ENSDART00000165010"	"ENSDARG00000009724"
"29689"	"ENSDART00000167985"	"ENSDARG00000009724"
"29690"	"ENSDART00000163031"	"ENSDARG00000009724"
"29691"	"ENSDART00000101175"	"ENSDARG00000069481"
"29692"	"ENSDART00000169110"	"ENSDARG00000101845"
"29693"	"ENSDART00000163433"	"ENSDARG00000100605"
"29694"	"ENSDART00000165810"	"ENSDARG00000100605"
"29695"	"ENSDART00000172275"	"ENSDARG00000099688"
"29696"	"ENSDART00000160082"	"ENSDARG00000103059"
"29697"	"ENSDART00000167083"	"ENSDARG00000095672"
"29698"	"ENSDART00000147811"	"ENSDARG00000095672"
"29699"	"ENSDART00000185946"	"ENSDARG00000087346"
"29700"	"ENSDART00000129526"	"ENSDARG00000087346"
"29701"	"ENSDART00000165836"	"ENSDARG00000087346"
"29702"	"ENSDART00000166551"	"ENSDARG00000087346"
"29703"	"ENSDART00000166140"	"ENSDARG00000098971"
"29704"	"ENSDART00000193291"	"ENSDARG00000070714"
"29705"	"ENSDART00000162621"	"ENSDARG00000070714"
"29706"	"ENSDART00000104107"	"ENSDARG00000070714"
"29707"	"ENSDART00000170731"	"ENSDARG00000070714"
"29708"	"ENSDART00000157561"	"ENSDARG00000070714"
"29709"	"ENSDART00000189177"	"ENSDARG00000112277"
"29710"	"ENSDART00000139309"	"ENSDARG00000094327"
"29711"	"ENSDART00000139819"	"ENSDARG00000094327"
"29712"	"ENSDART00000143436"	"ENSDARG00000005738"
"29713"	"ENSDART00000157928"	"ENSDARG00000005738"
"29714"	"ENSDART00000147115"	"ENSDARG00000005738"
"29715"	"ENSDART00000186102"	"ENSDARG00000112374"
"29716"	"ENSDART00000081062"	"ENSDARG00000058225"
"29717"	"ENSDART00000123665"	"ENSDARG00000058225"
"29718"	"ENSDART00000185744"	"ENSDARG00000020497"
"29719"	"ENSDART00000027014"	"ENSDARG00000020497"
"29720"	"ENSDART00000134856"	"ENSDARG00000020497"
"29721"	"ENSDART00000115085"	"ENSDARG00000075625"
"29722"	"ENSDART00000169070"	"ENSDARG00000075625"
"29723"	"ENSDART00000179925"	"ENSDARG00000075625"
"29724"	"ENSDART00000180981"	"ENSDARG00000075625"
"29725"	"ENSDART00000165121"	"ENSDARG00000075625"
"29726"	"ENSDART00000161129"	"ENSDARG00000075625"
"29727"	"ENSDART00000192875"	"ENSDARG00000116421"
"29728"	"ENSDART00000165009"	"ENSDARG00000099436"
"29729"	"ENSDART00000122222"	"ENSDARG00000044914"
"29730"	"ENSDART00000172892"	"ENSDARG00000105445"
"29731"	"ENSDART00000172965"	"ENSDARG00000105445"
"29732"	"ENSDART00000173307"	"ENSDARG00000105445"
"29733"	"ENSDART00000172764"	"ENSDARG00000105445"
"29734"	"ENSDART00000172897"	"ENSDARG00000105506"
"29735"	"ENSDART00000090401"	"ENSDARG00000062471"
"29736"	"ENSDART00000154627"	"ENSDARG00000022853"
"29737"	"ENSDART00000080770"	"ENSDARG00000057997"
"29738"	"ENSDART00000080752"	"ENSDARG00000057987"
"29739"	"ENSDART00000153801"	"ENSDARG00000057987"
"29740"	"ENSDART00000156400"	"ENSDARG00000057987"
"29741"	"ENSDART00000169092"	"ENSDARG00000100891"
"29742"	"ENSDART00000018948"	"ENSDARG00000016773"
"29743"	"ENSDART00000104046"	"ENSDARG00000009727"
"29744"	"ENSDART00000005999"	"ENSDARG00000009727"
"29745"	"ENSDART00000169670"	"ENSDARG00000009727"
"29746"	"ENSDART00000040171"	"ENSDARG00000019797"
"29747"	"ENSDART00000187376"	"ENSDARG00000019797"
"29748"	"ENSDART00000155776"	"ENSDARG00000019797"
"29749"	"ENSDART00000181953"	"ENSDARG00000019797"
"29750"	"ENSDART00000156116"	"ENSDARG00000019797"
"29751"	"ENSDART00000155443"	"ENSDARG00000019797"
"29752"	"ENSDART00000194740"	"ENSDARG00000117514"
"29753"	"ENSDART00000194718"	"ENSDARG00000117514"
"29754"	"ENSDART00000125984"	"ENSDARG00000089086"
"29755"	"ENSDART00000019248"	"ENSDARG00000013694"
"29756"	"ENSDART00000182590"	"ENSDARG00000109830"
"29757"	"ENSDART00000156499"	"ENSDARG00000070651"
"29758"	"ENSDART00000155474"	"ENSDARG00000088801"
"29759"	"ENSDART00000193869"	"ENSDARG00000088801"
"29760"	"ENSDART00000110882"	"ENSDARG00000057940"
"29761"	"ENSDART00000181381"	"ENSDARG00000057940"
"29762"	"ENSDART00000189312"	"ENSDARG00000057940"
"29763"	"ENSDART00000103950"	"ENSDARG00000057940"
"29764"	"ENSDART00000180565"	"ENSDARG00000007601"
"29765"	"ENSDART00000182081"	"ENSDARG00000007601"
"29766"	"ENSDART00000171183"	"ENSDARG00000007601"
"29767"	"ENSDART00000159380"	"ENSDARG00000007601"
"29768"	"ENSDART00000059732"	"ENSDARG00000040764"
"29769"	"ENSDART00000156276"	"ENSDARG00000002037"
"29770"	"ENSDART00000180504"	"ENSDARG00000002037"
"29771"	"ENSDART00000156431"	"ENSDARG00000002037"
"29772"	"ENSDART00000185438"	"ENSDARG00000002037"
"29773"	"ENSDART00000189116"	"ENSDARG00000002037"
"29774"	"ENSDART00000191610"	"ENSDARG00000057708"
"29775"	"ENSDART00000190055"	"ENSDARG00000057708"
"29776"	"ENSDART00000080355"	"ENSDARG00000057708"
"29777"	"ENSDART00000103973"	"ENSDARG00000070666"
"29778"	"ENSDART00000115774"	"ENSDARG00000082473"
"29779"	"ENSDART00000121180"	"ENSDARG00000085780"
"29780"	"ENSDART00000103983"	"ENSDARG00000070672"
"29781"	"ENSDART00000158328"	"ENSDARG00000070672"
"29782"	"ENSDART00000110499"	"ENSDARG00000074804"
"29783"	"ENSDART00000165989"	"ENSDARG00000074804"
"29784"	"ENSDART00000157847"	"ENSDARG00000074804"
"29785"	"ENSDART00000185715"	"ENSDARG00000037587"
"29786"	"ENSDART00000165595"	"ENSDARG00000037587"
"29787"	"ENSDART00000054735"	"ENSDARG00000037587"
"29788"	"ENSDART00000037894"	"ENSDARG00000027183"
"29789"	"ENSDART00000162931"	"ENSDARG00000086324"
"29790"	"ENSDART00000191443"	"ENSDARG00000086324"
"29791"	"ENSDART00000159928"	"ENSDARG00000086324"
"29792"	"ENSDART00000121722"	"ENSDARG00000086324"
"29793"	"ENSDART00000030420"	"ENSDARG00000024815"
"29794"	"ENSDART00000160618"	"ENSDARG00000024815"
"29795"	"ENSDART00000163335"	"ENSDARG00000024815"
"29796"	"ENSDART00000110140"	"ENSDARG00000068192"
"29797"	"ENSDART00000188659"	"ENSDARG00000114741"
"29798"	"ENSDART00000155238"	"ENSDARG00000068192"
"29799"	"ENSDART00000042220"	"ENSDARG00000029866"
"29800"	"ENSDART00000065985"	"ENSDARG00000044895"
"29801"	"ENSDART00000186322"	"ENSDARG00000044895"
"29802"	"ENSDART00000027532"	"ENSDARG00000002552"
"29803"	"ENSDART00000128681"	"ENSDARG00000070600"
"29804"	"ENSDART00000080051"	"ENSDARG00000070601"
"29805"	"ENSDART00000185786"	"ENSDARG00000070601"
"29806"	"ENSDART00000185622"	"ENSDARG00000070601"
"29807"	"ENSDART00000160186"	"ENSDARG00000070601"
"29808"	"ENSDART00000163008"	"ENSDARG00000070601"
"29809"	"ENSDART00000129062"	"ENSDARG00000070606"
"29810"	"ENSDART00000080116"	"ENSDARG00000070606"
"29811"	"ENSDART00000181626"	"ENSDARG00000032161"
"29812"	"ENSDART00000190095"	"ENSDARG00000032161"
"29813"	"ENSDART00000045391"	"ENSDARG00000032161"
"29814"	"ENSDART00000138665"	"ENSDARG00000032161"
"29815"	"ENSDART00000186866"	"ENSDARG00000112164"
"29816"	"ENSDART00000189578"	"ENSDARG00000109288"
"29817"	"ENSDART00000180688"	"ENSDARG00000010794"
"29818"	"ENSDART00000182200"	"ENSDARG00000010794"
"29819"	"ENSDART00000006580"	"ENSDARG00000010794"
"29820"	"ENSDART00000159527"	"ENSDARG00000010794"
"29821"	"ENSDART00000159681"	"ENSDARG00000010794"
"29822"	"ENSDART00000065996"	"ENSDARG00000044899"
"29823"	"ENSDART00000163450"	"ENSDARG00000044899"
"29824"	"ENSDART00000146873"	"ENSDARG00000044899"
"29825"	"ENSDART00000186923"	"ENSDARG00000009438"
"29826"	"ENSDART00000014062"	"ENSDARG00000009438"
"29827"	"ENSDART00000167908"	"ENSDARG00000009438"
"29828"	"ENSDART00000080201"	"ENSDARG00000057513"
"29829"	"ENSDART00000154813"	"ENSDARG00000057513"
"29830"	"ENSDART00000127791"	"ENSDARG00000044902"
"29831"	"ENSDART00000184859"	"ENSDARG00000044902"
"29832"	"ENSDART00000046122"	"ENSDARG00000044902"
"29833"	"ENSDART00000167818"	"ENSDARG00000044902"
"29834"	"ENSDART00000193120"	"ENSDARG00000044902"
"29835"	"ENSDART00000167817"	"ENSDARG00000044902"
"29836"	"ENSDART00000129307"	"ENSDARG00000044902"
"29837"	"ENSDART00000117537"	"ENSDARG00000082746"
"29838"	"ENSDART00000003646"	"ENSDARG00000014358"
"29839"	"ENSDART00000194515"	"ENSDARG00000117276"
"29840"	"ENSDART00000194858"	"ENSDARG00000117276"
"29841"	"ENSDART00000182394"	"ENSDARG00000075829"
"29842"	"ENSDART00000111289"	"ENSDARG00000075829"
"29843"	"ENSDART00000125024"	"ENSDARG00000088933"
"29844"	"ENSDART00000032844"	"ENSDARG00000020328"
"29845"	"ENSDART00000183935"	"ENSDARG00000020328"
"29846"	"ENSDART00000184125"	"ENSDARG00000020328"
"29847"	"ENSDART00000169066"	"ENSDARG00000020328"
"29848"	"ENSDART00000193284"	"ENSDARG00000020328"
"29849"	"ENSDART00000159221"	"ENSDARG00000020328"
"29850"	"ENSDART00000189599"	"ENSDARG00000086927"
"29851"	"ENSDART00000124810"	"ENSDARG00000086927"
"29852"	"ENSDART00000125895"	"ENSDARG00000086888"
"29853"	"ENSDART00000159734"	"ENSDARG00000100326"
"29854"	"ENSDART00000165209"	"ENSDARG00000100326"
"29855"	"ENSDART00000170531"	"ENSDARG00000009612"
"29856"	"ENSDART00000067817"	"ENSDARG00000009612"
"29857"	"ENSDART00000191783"	"ENSDARG00000009612"
"29858"	"ENSDART00000154337"	"ENSDARG00000009612"
"29859"	"ENSDART00000153601"	"ENSDARG00000009612"
"29860"	"ENSDART00000156017"	"ENSDARG00000009612"
"29861"	"ENSDART00000036513"	"ENSDARG00000016200"
"29862"	"ENSDART00000136827"	"ENSDARG00000025847"
"29863"	"ENSDART00000089777"	"ENSDARG00000062241"
